Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
41940236,The Whisper Man,Alex North,"North, Alex",,"=""1250317991""","=""9781250317995""",0,4.01,Celadon Books,Hardcover,355,2019,2019,,2021/03/30,to-read,to-read (#129),to-read,,,,0,0
36133254,Promising Young Women,Caroline O'Donoghue,"O'Donoghue, Caroline",,"=""0349009902""","=""9780349009902""",0,3.71,Virago Press Ltd,Hardcover,352,2018,2018,,2021/03/30,to-read,to-read (#128),to-read,,,,0,0
49202118,"A Rogue of One's Own (A League of Extraordinary Women, #2)",Evie Dunmore,"Dunmore, Evie",,"=""1984805703""","=""9781984805706""",3,4.01,Berkley,Paperback,448,2020,2020,2021/03/28,2020/10/23,,,read,,,,1,0
51045613,Deacon King Kong,James   McBride,"McBride, James",,"=""073521672X""","=""9780735216723""",0,4.16,Riverhead Books,Hardcover,370,2020,2020,,2021/03/27,to-read,to-read (#127),to-read,,,,0,0
42613944,The Memory Thief,Lauren Mansy,"Mansy, Lauren",,"=""0310767571""","=""9780310767572""",0,3.19,Blink,Kindle Edition,368,2019,2019,,2021/03/25,to-read,to-read (#126),to-read,,,,0,0
50491300,Friends and Strangers,J. Courtney Sullivan,"Sullivan, J. Courtney",,"=""0525520600""","=""9780525520603""",0,3.64,Knopf,Kindle Edition,416,2020,2020,,2021/03/22,to-read,to-read (#125),to-read,,,,0,0
22571605,Girl Underwater,Claire Kells,"Kells, Claire",,"=""0525954937""","=""9780525954934""",0,4.01,Dutton,Hardcover,304,2015,2015,,2021/03/21,to-read,to-read (#124),to-read,,,,0,0
10576365,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"Bracken, Alexandra",,"=""1423157370""","=""9781423157373""",0,4.15,Disney Hyperion,Hardcover,488,2012,2012,,2021/03/20,to-read,to-read (#123),to-read,,,,0,0
51029834,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",4,4.16,Tor Books,ebook,448,2020,2020,2021/03/14,2020/10/23,,,read,,,,1,0
1997295,Secret Bridesmaids' Business and It's My Party (& I'll Die If I Want To),Coleman,"Coleman, Coleman",,"=""0868197017""","=""9780868197012""",0,3.50,Gazelle Distribution Trade,Paperback,166,2003,2003,,2021/03/13,to-read,to-read (#122),to-read,,,,0,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",0,3.61,Celadon Books,Hardcover,337,2021,2021,,2021/03/13,to-read,to-read (#121),to-read,,,,0,0
53137974,The Good Sister,Sally Hepworth,"Hepworth, Sally",,"=""1250120950""","=""9781250120953""",0,4.14,St. Martin's Press,Hardcover,309,2021,2020,,2021/03/13,to-read,to-read (#120),to-read,,,,0,0
12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"Fadiman, Anne",,"=""0374525641""","=""9780374525644""",0,4.20,"Farrar, Straus and Giroux ",Paperback,341,2007,1997,,2021/03/10,to-read,to-read (#118),to-read,,,,0,0
30045766,"A Perilous Undertaking (Veronica Speedwell, #2)",Deanna Raybourn,"Raybourn, Deanna",,"=""""","=""""",0,4.09,Berkley,Kindle Edition,345,2017,2017,,2021/01/10,to-read,to-read (#117),to-read,,,,0,0
23190986,"Edge of Eternity (The Century Trilogy, #3)",Ken Follett,"Follett, Ken",John      Lee,"=""""","=""""",0,4.21,Penguin Audio,Audible Audio,36,2014,2014,,2021/03/05,to-read,to-read (#116),to-read,,,,0,0
12959233,Winter of the World (The Century Trilogy #2),Ken Follett,"Follett, Ken",,"=""0525952926""","=""9780525952923""",0,4.39,Berkley,Hardcover,940,2012,2012,,2021/03/05,to-read,to-read (#115),to-read,,,,0,0
7315573,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,"Follett, Ken",,"=""0525951652""","=""9780525951650""",0,4.33,Viking,Hardcover,985,2010,2005,,2021/03/05,to-read,to-read (#114),to-read,,,,0,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.82,Dark Ink Publishing,Kindle Edition,436,2019,2019,,2021/03/05,to-read,to-read (#113),to-read,,,,0,0
45892228,"Crave (Crave, #1)",Tracy Wolff,"Wolff, Tracy",,"=""1640638954""","=""9781640638952""",0,3.76,Entangled: Teen,Hardcover,575,2020,2020,,2021/03/05,to-read,to-read (#112),to-read,,,,0,0
51080382,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""""","=""""",4,3.93,Del Rey,Kindle Edition,338,2020,2020,2021/03/03,2021/02/03,,,read,,,,1,0
51934838,Catherine House,Elisabeth    Thomas,"Thomas, Elisabeth",,"=""0062905651""","=""9780062905659""",0,3.11,Custom House,Hardcover,311,2020,2020,,2021/03/03,to-read,to-read (#111),to-read,,,,0,0
39679076,"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,"Craig, Erin A.",,"=""1984831925""","=""9781984831927""",0,3.89,Delacorte,Hardcover,403,2019,2019,,2021/03/03,to-read,to-read (#110),to-read,,,,0,0
201224,The Best of Friends,Joanna Trollope,"Trollope, Joanna",,"=""0425183173""","=""9780425183175""",0,3.70,Penguin Publishing Group,Paperback,320,2002,1995,,2021/03/03,to-read,to-read (#109),to-read,,,,0,0
692969,"The Road to Avalon (Dark Ages of Britain, #1)",Joan Wolf,"Wolf, Joan",Joan Wolf,"=""155652658X""","=""9781556526589""",0,4.05,Chicago Review Press,Paperback,368,2007,1988,,2021/03/03,to-read,to-read (#108),to-read,,,,0,0
3891793,The Suspicions of Mr. Whicher: Or the Murder at Road Hill House,Kate Summerscale,"Summerscale, Kate",,"=""0747596484""","=""9780747596486""",0,3.51,Bloomsbury Publishing,Paperback,373,2009,2008,,2021/03/03,to-read,to-read (#107),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2021/03/03,to-read,to-read (#106),to-read,,,,0,0
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1451642296""","=""9781451642292""",0,3.71,Avid Reader Press ,Hardcover,306,2019,2019,,2021/03/02,to-read,to-read (#105),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""""","=""""",0,4.00,W. W. Norton & Company,Paperback,192,1986,1962,,2021/02/26,to-read,to-read (#104),to-read,,,,0,0
34494,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060012382""","=""9780060012380""",0,4.30,HarperTrophy,Mass Market Paperback,375,2004,2003,,2021/02/26,to-read,to-read (#103),to-read,,,,0,0
174710,Seven Myths of the Spanish Conquest,Matthew Restall,"Restall, Matthew",,"=""0195176111""","=""9780195176117""",0,3.92,Oxford University Press,Paperback,218,2004,2003,,2021/02/26,to-read,to-read (#102),to-read,,,,0,0
16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,"Fowler, Karen Joy",,"=""0399162097""","=""9780399162091""",0,3.71,Plume,Hardcover,310,2013,2013,,2021/02/26,to-read,to-read (#101),to-read,,,,0,0
53922338,Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate,"Tate, Christie",,"=""1982154632""","=""9781982154639""",5,3.80,Avid Reader Press / Simon & Schuster,Kindle Edition,287,2020,2020,2021/02/25,2020/12/24,,,read,,,,1,0
37570548,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,"Rubenhold, Hallie",,"=""""","=""""",0,4.09,Houghton Mifflin Harcourt,Hardcover,352,2019,2019,,2021/02/25,to-read,to-read (#100),to-read,,,,0,0
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",0,3.79,Margaret K. McElderry Books,Hardcover,449,2020,2020,,2021/02/25,to-read,to-read (#99),to-read,,,,0,0
52735921,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316428469""","=""9780316428460""",0,3.86,Jimmy Patterson Books,Hardcover,372,2020,2020,,2021/02/25,to-read,to-read (#98),to-read,,,,0,0
6060372,The Uncommon Reader,Alan Bennett,"Bennett, Alan",,"=""1429934530""","=""9781429934534""",3,3.73,"Farrar, Straus and Giroux",Kindle Edition,120,2010,2007,2021/02/24,2020/12/23,,,read,,,,1,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",4,3.80,Avon Books,Mass Market Paperback,384,2006,2000,2021/02/21,2021/02/19,,,read,,,,1,0
39382379,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544243""","=""9780385544245""",4,3.64,Vintage,Kindle Edition,228,2018,2018,2021/02/19,2020/12/23,,,read,,,,1,0
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,"=""059309994X""","=""9780593099940""",0,4.04,Ace,Hardcover,359,2021,2021,,2021/02/18,to-read,to-read (#97),to-read,,,,0,0
39664971,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",4,3.79,Washington Square Press,ebook,353,2015,2015,2021/02/18,2020/05/23,,,read,,,,1,0
51186869,The Other Wife,Claire McGowan,"McGowan, Claire",,"=""1542093147""","=""9781542093149""",0,4.02,Thomas & Mercer,Kindle Edition,333,2019,2019,,2021/02/15,to-read,to-read (#96),to-read,,,,0,0
44908895,The Ensemble,Aja Gabel,"Gabel, Aja",,"=""0735214778""","=""9780735214774""",0,3.48,Riverhead Books,Paperback,352,2019,2018,,2021/02/15,to-read,to-read (#95),to-read,,,,0,0
51169341,"The Night Swim (Rachel Krall, #1)",Megan Goldin,"Goldin, Megan",,"=""125021968X""","=""9781250219688""",0,4.03,St. Martin's Press,Hardcover,341,2020,2020,,2021/02/15,to-read,to-read (#94),to-read,,,,0,0
52057843,How To Fail at Flirting,Denise  Williams,"Williams, Denise",,"=""059310191X""","=""9780593101919""",0,3.79,Berkley,Kindle Edition,336,2020,2020,,2021/02/15,to-read,to-read (#93),to-read,,,,0,0
49931447,Oona Out of Order,Margarita Montimore,"Montimore, Margarita",,"=""1250236592""","=""9781250236593""",5,3.86,Flatiron Books,Kindle Edition,329,2020,2020,2021/02/12,2020/05/17,,,read,,,,1,0
52861201,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457009""","=""9781952457005""",0,4.21,Blue Box Press,Paperback,480,2020,2020,,2021/02/10,to-read,to-read (#92),to-read,,,,0,0
53867504,Leave the World Behind,Rumaan Alam,"Alam, Rumaan",,"=""0062667653""","=""9780062667656""",1,3.14,Ecco,Kindle Edition,256,2020,2020,2021/02/09,2020/12/27,,,read,,,,1,0
52347808,Every Last Secret,A.R. Torre,"Torre, A.R.",,"=""1542020182""","=""9781542020183""",0,3.93,Thomas & Mercer,Kindle Edition,291,2020,2020,,2021/02/05,to-read,to-read (#91),to-read,,,,0,0
38926327,The Anatomy of Dreams,Chloe  Benjamin,"Benjamin, Chloe",,"=""1982105038""","=""9781982105037""",0,3.38,Washington Square Press,Paperback,320,2018,2014,,2021/02/05,to-read,to-read (#90),to-read,,,,0,0
20167686,Seeing Further: The Story of Science and the Royal Society,Bill Bryson,"Bryson, Bill",,"=""""","=""""",0,3.58,Mariner Books,Kindle Edition,413,2010,2010,,2021/02/05,,,read,,,,1,0
11134924,Science: A History 1543-2001,John Gribbin,"Gribbin, John",,"=""0140297413""","=""9780140297416""",0,4.11,Gardners Books,Paperback,646,2003,2002,,2021/02/05,,,read,,,,1,0
53345095,"Your Story, My Story",Connie Palmen,"Palmen, Connie","Eileen J. Stevens, Anna Asbury","=""1542004624""","=""9781542004626""",0,3.85,Amazon Crossing,Kindle Edition,201,2021,2015,,2021/02/05,to-read,to-read (#89),to-read,,,,0,0
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""1250241707""","=""9781250241702""",0,3.99,Minotaur Books,Hardcover,368,2021,2021,,2021/02/03,to-read,to-read (#88),to-read,,,,0,0
25012480,"Purple Orchids (The Mitchell Sisters, #1)",Samantha Christy,"Christy, Samantha",,"=""""","=""""",0,4.25,Athena Books Publishing Group,ebook,434,2015,2015,,2021/02/03,to-read,to-read (#87),to-read,,,,0,0
54386622,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.15,Bloomsbury Publishing,Kindle Edition,441,2020,2015,,2021/02/01,to-read,to-read (#86),to-read,,,,0,0
53595276,They Did Bad Things,Lauren A. Forry,"Forry, Lauren A.",,"=""1950691632""","=""9781950691630""",4,3.38,Arcade Crimewise,Kindle Edition,256,2020,2020,2021/01/31,2020/12/24,,,read,,,,1,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.62,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2021/01/30,to-read,to-read (#85),to-read,,,,0,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2021/01/30,to-read,to-read (#84),to-read,,,,0,0
18304322,"Dumplin' (Dumplin', #1)",Julie   Murphy,"Murphy, Julie",,"=""0062327186""","=""9780062327185""",0,3.88,Balzer + Bray,Hardcover,375,2015,2015,,2021/01/27,to-read,to-read (#83),to-read,,,,0,0
46178726,Something She's Not Telling Us,Darcey Bell,"Bell, Darcey",,"=""0062953931""","=""9780062953933""",0,3.20,Harper Paperbacks,Paperback,313,2020,2020,,2021/01/27,to-read,to-read (#82),to-read,,,,0,0
40193919,Today Will Be Different,Maria Semple,"Semple, Maria",,"=""0316403431""","=""""",3,3.16,"Little, Brown and Company",Kindle Edition,273,2016,2016,2021/01/27,2020/05/17,,,read,,,,1,0
35121240,The Hazel Wood (The Hazel Wood #1),Melissa Albert,"Albert, Melissa",,"=""1250147913""","=""9781250147912""",3,3.56,Flatiron Books,Kindle Edition,368,2018,2018,2021/01/24,2020/12/20,,,read,,,,1,0
54798460,The Stranger in the Mirror,Liv Constantine,"Constantine, Liv",,"=""""","=""""",0,3.74,Harper,Hardcover,336,2021,2021,,2021/01/23,to-read,to-read (#81),to-read,,,,0,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",0,3.85,"A Jove Book, Berkley",Paperback,361,2021,2021,,2021/01/23,to-read,to-read (#80),to-read,,,,0,0
55692620,The Soulmate Equation,Christina Lauren,"Lauren, Christina",,"=""1982123966""","=""9781982123963""",0,3.99,Gallery Books,Hardcover,360,2021,2021,,2021/01/23,to-read,to-read (#79),to-read,,,,0,0
27189194,One True Loves,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",4,4.02,Washington Square Press,Kindle Edition,352,2016,2016,2021/01/22,2020/12/24,,,read,,,,1,0
53404774,The Doctors Blackwell: How Two Pioneering Sisters Brought Medicine to Women and Women to Medicine,Janice P. Nimura,"Nimura, Janice P.",,"=""0393635546""","=""9780393635546""",0,3.59,W. W. Norton & Company,Hardcover,336,2021,2021,,2021/01/19,to-read,to-read (#78),to-read,,,,0,0
8201605,American Rose: A Nation Laid Bare: The Life and Times of Gypsy Rose Lee,Karen Abbott,"Abbott, Karen",,"=""1400066913""","=""9781400066919""",0,3.43,Random House,Hardcover,353,2010,2010,,2020/06/14,to-read,to-read (#77),to-read,,,,0,0
24622845,"A Curious Beginning (Veronica Speedwell, #1)",Deanna Raybourn,"Raybourn, Deanna",,"=""""","=""""",4,3.96,Penguin / NAL,ebook,352,2015,2015,2021/01/10,2020/11/22,,,read,,,,1,0
30518319,"A Dangerous Collaboration (Veronica Speedwell, #4)",Deanna Raybourn,"Raybourn, Deanna",,"=""""","=""9780451490735""",0,4.28,Berkley,ebook,336,2019,2019,,2021/01/10,to-read,to-read (#76),to-read,,,,0,0
26244626,"A Treacherous Curse (Veronica Speedwell, #3)",Deanna Raybourn,"Raybourn, Deanna",,"=""0451476174""","=""9780451476173""",0,4.15,Berkley,Hardcover,308,2018,2018,,2021/01/10,to-read,to-read (#75),to-read,,,,0,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",0,4.19,Tor,Hardcover,512,2016,2016,,2021/01/09,to-read,to-read (#73),to-read,,,,0,0
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387468""","=""9780765387462""",0,4.29,Tor,Hardcover,624,2017,2017,,2021/01/09,to-read,to-read (#74),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",0,4.03,Tor,Hardcover,400,2015,2015,,2021/01/09,to-read,to-read (#72),to-read,,,,0,0
53138071,All Girls,Emily Layden,"Layden, Emily",,"=""1250270898""","=""9781250270894""",0,3.21,St. Martin's Press,Hardcover,320,2021,2021,,2021/01/01,to-read,to-read (#71),to-read,,,,0,0
53018367,The Divines,Ellie Eaton,"Eaton, Ellie",,"=""0063012197""","=""9780063012196""",0,3.17,William Morrow,Hardcover,320,2021,2021,,2021/01/01,to-read,to-read (#70),to-read,,,,0,0
48637556,The Strange Adventures of H,Sarah Burton,"Burton, Sarah",,"=""1789551269""","=""9781789551266""",0,4.15,Legends Press,Paperback,381,2020,2020,,2020/12/31,to-read,to-read (#69),to-read,,,,0,0
43521657,The Ten Thousand Doors of January,Alix E. Harrow,"Harrow, Alix E.",,"=""0316421995""","=""9780316421997""",0,4.01,Redhook,Hardcover,374,2019,2019,,2020/12/31,to-read,to-read (#68),to-read,,,,0,0
39673241,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",4,3.65,Delacorte Press,Kindle Edition,242,2018,2014,2020/12/31,2020/08/22,,,read,,,,1,0
22152430,You Should Have Known,Jean Hanff Korelitz,"Korelitz, Jean Hanff",,"=""1455599514""","=""9781455599516""",0,3.46,Grand Central Publishing,Paperback,454,2014,2014,,2020/12/29,to-read,to-read (#67),to-read,,,,0,0
45999201,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521151""","=""9780525521150""",4,3.69,Alfred A. Knopf,Kindle Edition,302,2020,2020,2020/12/29,2020/05/17,,,read,,,,1,0
7735333,"Matched (Matched, #1)",Ally Condie,"Condie, Ally",,"=""0525423648""","=""9780525423645""",0,3.62,Dutton Books for Young Readers,Hardcover,369,2010,2010,,2020/08/10,,,read,,,,1,0
42980952,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""0062905082""","=""9780062905086""",0,3.94,William Morrow Paperbacks,Paperback,427,2020,2018,,2020/12/25,to-read,to-read (#66),to-read,,,,0,0
46273542,The Two Lives of Lydia Bird,Josie Silver,"Silver, Josie",,"=""""","=""""",2,3.74,Ballantine Books,ebook,384,2020,2020,2020/12/20,2020/05/17,,,read,,,,1,0
42617359,The Punishment She Deserves,Elizabeth  George,"George, Elizabeth",,"=""0451467868""","=""9780451467867""",0,4.19,Penguin Books,Paperback,704,2019,2018,,2020/12/24,to-read,to-read (#65),to-read,,,,0,0
39813133,"The Witches of St. Petersburg (Russian Witches, #1)",Imogen Edwards-Jones,"Edwards-Jones, Imogen",,"=""0062848518""","=""9780062848512""",0,3.32,Harper Paperbacks,Paperback,440,2019,2018,,2020/12/24,to-read,to-read (#64),to-read,,,,0,0
49232384,The Eighth Life,Nino Haratischwili,"Haratischwili, Nino","Charlotte Collins, Ruth   Martin","=""1950354148""","=""9781950354146""",0,4.54,Scribe US,Paperback,944,2020,2014,,2020/12/24,to-read,to-read (#63),to-read,,,,0,0
43884992,The Witch's Kind,Louisa Morgan,"Morgan, Louisa",,"=""0316419486""","=""9780316419482""",0,3.91,Redhook,Paperback,480,2019,2019,,2020/12/24,to-read,to-read (#62),to-read,,,,0,0
8577314,"Daughters of Rome (The Empress of Rome, #2)",Kate Quinn,"Quinn, Kate",,"=""""","=""""",0,3.97,Berkley,Paperback,385,2011,2011,,2020/12/24,to-read,to-read (#61),to-read,,,,0,0
39009916,ALL EVER AFTERS,Danielle Teller,"Teller, Danielle",,"=""0062798073""","=""9780062798077""",0,3.73,MorrowPb,Paperback,400,2019,2018,,2020/12/24,to-read,to-read (#60),to-read,,,,0,0
46158747,Royal Witches: Witchcraft and the Nobility in Fifteenth-Century England,Gemma Hollman,"Hollman, Gemma",,"=""1643133322""","=""9781643133324""",0,3.78,Pegasus Books,Hardcover,320,2020,2019,,2020/12/24,to-read,to-read (#59),to-read,,,,0,0
52695476,The Confessions of Frannie Langton,Sara  Collins,"Collins, Sara",,"=""0062851802""","=""9780062851802""",0,3.56,Harper Perennial,Paperback,384,2020,2019,,2020/12/24,to-read,to-read (#58),to-read,,,,0,0
52195137,Beach Read,Emily Henry,"Henry, Emily",,"=""""","=""""",5,3.97,Berkley,Kindle Edition,400,2020,2020,2020/12/23,2020/08/10,,,read,,,,1,0
40396699,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""""","=""""",4,4.17,Celadon Books,Kindle Edition,362,2019,2019,2020/12/21,2020/05/17,,,read,,,,1,0
42359583,"Blood Heir (Blood Heir Trilogy, #1)",Amélie Wen Zhao,"Zhao, Amélie Wen",,"=""0525707794""","=""9780525707790""",0,3.81,Delacorte Press,Hardcover,446,2019,2019,,2020/12/21,to-read,to-read (#57),to-read,,,,0,0
30165203,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2020/12/20,to-read,to-read (#56),to-read,,,,0,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",0,3.99,Atria Books,Kindle Edition,330,2014,2014,,2020/12/20,to-read,to-read (#55),to-read,,,,0,0
22669832,"Bright Side (Bright Side, #1)",Kim    Holden,"Holden, Kim",,"=""0991140222""","=""9780991140220""",0,4.29,Do Epic LLC,Paperback,423,2014,2014,,2020/12/20,to-read,to-read (#54),to-read,,,,0,0
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"Beah, Ishmael",,"=""0374105235""","=""9780374105235""",0,4.16,Sarah Crichton Books,Hardcover,229,2007,2007,,2020/12/17,,,read,,,,2,0
39796904,My Lovely Wife,Samantha  Downing,"Downing, Samantha",,"=""""","=""""",0,3.82,Berkley Books,Hardcover,390,2019,2019,,2020/12/05,to-read,to-read (#53),to-read,,,,0,0
39100683,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539266""","=""9780385539265""",0,4.28,Doubleday,ebook,951,2015,2015,,2020/10/18,,,read,,,,1,0
30107561,Perfect Little World,Kevin    Wilson,"Wilson, Kevin",,"=""0062450328""","=""9780062450326""",0,3.65,Ecco,Hardcover,336,2017,2017,,2020/12/01,,,read,,,,1,0
41555931,Whisper Network,Chandler Baker,"Baker, Chandler",,"=""1250319471""","=""9781250319470""",0,3.58,Flatiron Books,Hardcover,352,2019,2019,,2020/11/29,to-read,to-read (#52),to-read,,,,0,0
6402544,"The Healing of America: A Global Quest for Better, Cheaper, and Fairer Health Care",T.R. Reid,"Reid, T.R.",,"=""1594202346""","=""9781594202346""",0,4.26,The Penguin Press,Hardcover,277,2009,2009,,2020/11/25,,,read,,,,1,0
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,"Shay, Jonathan",,"=""0684813211""","=""9780684813219""",0,4.31,Simon & Schuster,Paperback,246,1995,1994,,2020/11/25,,,read,,,,1,0
29975458,Good as Gone,Amy Gentry,"Gentry, Amy",,"=""0544920953""","=""9780544920958""",0,3.45,Houghton Mifflin Harcourt,Hardcover,273,2016,2016,,2020/11/25,,,read,,,,1,0
48829708,"To Sleep in a Sea of Stars (Fractalverse, #1)",Christopher Paolini,"Paolini, Christopher",,"=""1250762847""","=""9781250762849""",0,3.80,Tor Books,Hardcover,880,2020,2020,,2020/11/25,to-read,to-read (#51),to-read,,,,0,0
53710674,The Last Correspondent,Soraya M. Lane,"Lane, Soraya M.",,"=""1542023564""","=""9781542023566""",0,4.18,Lake Union Publishing,Kindle Edition,335,2020,2020,,2020/11/23,to-read,to-read (#50),to-read,,,,0,0
30226723,"King's Cage (Red Queen, #3)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310712""","=""9780062310712""",4,3.88,HarperTeen,ebook,520,2017,2017,2020/11/15,2020/10/24,,,read,,,,1,0
5517,A Raisin in the Sun,Lorraine Hansberry,"Hansberry, Lorraine",,"=""0375508333""","=""9780375508332""",0,3.85,Random House,Hardcover,162,2002,1959,,2020/11/14,,,read,,,,1,0
51338797,"Majesty (American Royals, #2)",Katharine McGee,"McGee, Katharine",,"=""1984830228""","=""9781984830227""",4,3.75,Random House Children's Books,Kindle Edition,379,2020,2020,2020/11/09,2020/05/17,,,read,,,,1,0
49078967,Big Summer,Jennifer Weiner,"Weiner, Jennifer",,"=""1501133535""","=""9781501133534""",5,3.59,Atria Books,Kindle Edition,364,2020,2020,2020/11/07,2020/05/17,,,read,,,,1,0
3393124,"Max (Maximum Ride, #5)",James  Patterson,"Patterson, James",,"=""0316002895""","=""9780316002899""",0,4.05,jimmy patterson,Hardcover,309,2009,2009,,2020/11/06,,,read,,,,1,0
1829709,"The Final Warning (Maximum Ride, #4)",James  Patterson,"Patterson, James",,"=""0316002860""","=""9780316002868""",0,3.85,Jimmy Patterson,Hardcover,256,2008,2008,,2020/11/06,,,read,,,,1,0
33676,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James  Patterson,"Patterson, James",,"=""0316155608""","=""9780316155601""",0,4.13,"Little, Brown and Company",Hardcover,405,2007,2007,,2020/11/06,,,read,,,,1,0
13139,"School's Out—Forever (Maximum Ride, #2)",James  Patterson,"Patterson, James",,"=""0316155594""","=""9780316155595""",0,4.14,"Little, Brown and Company",Hardcover,409,2006,2006,,2020/11/06,,,read,,,,1,0
13152,"The Angel Experiment (Maximum Ride, #1)",James  Patterson,"Patterson, James",,"=""0446617792""","=""9780446617796""",0,4.07,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,2020/11/06,,,read,,,,1,0
31685789,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",0,4.08,"Little, Brown and Company",Kindle Edition,321,2010,2010,,2020/11/01,to-read,to-read (#49),to-read,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",0,3.94,Seal Books,Paperback,460,2006,2001,,2020/11/01,to-read,to-read (#48),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,4.02,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/11/01,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.93,Scribner,Paperback,180,1925,1925,,2020/11/01,,,read,,,,1,0
6408862,"Stolen (Stolen, #1)",Lucy Christopher,"Christopher, Lucy",,"=""1906427135""","=""9781906427139""",0,3.89,Chicken House Ltd,Paperback,304,2009,2009,,2020/11/01,,,read,,,,1,0
